userID,tagID
e576423831e043f7928d9ac113abbe6f,82c2559140b95ccda9c6ca4a8b981f1e
e576423831e043f7928d9ac113abbe6f,2ba8698b79439589fdd2b0f7218d8b07
e576423831e043f7928d9ac113abbe6f,351b33587c5fdd93bd42ef7ac9995a28
e576423831e043f7928d9ac113abbe6f,81e5f81db77c596492e6f1a5a792ed53
e576423831e043f7928d9ac113abbe6f,0e095e054ee94774d6a496099eb1cf6a
e576423831e043f7928d9ac113abbe6f,e4873aa9a05cc5ed839561d121516766
3532ee676d13916210e903ff4d85c04f,aace49c7d80767cffec0e513ae886df0
3532ee676d13916210e903ff4d85c04f,f91e24dfe80012e2a7984afa4480a6d6
3203e06c1efc6fdb23016650d1d1888c,884d79963bd8bc0ae9b13a1aa71add73
3203e06c1efc6fdb23016650d1d1888c,a58149d355f02887dfbe55ebb2b64ba3
4952d2ac78b534c78d7a21c60a236e4c,1c54985e4f95b7819ca0357c0cb9a09f
788ecdd13f033f8131eecd90ee59993e,d8e1344e27a5b08cdfd5d027d9b8d6de
788ecdd13f033f8131eecd90ee59993e,db2b4182156b2f1f817860ac9f409ad7
788ecdd13f033f8131eecd90ee59993e,c8ba76c279269b1c6bc8a07e38e78fa4
788ecdd13f033f8131eecd90ee59993e,1cd3882394520876dc88d1472aa2a93f
788ecdd13f033f8131eecd90ee59993e,e92d74ccacdc984afa0c517ad0d557a6
788ecdd13f033f8131eecd90ee59993e,a8c88a0055f636e4a163a5e3d16adab7
788ecdd13f033f8131eecd90ee59993e,ffeed84c7cb1ae7bf4ec4bd78275bb98
788ecdd13f033f8131eecd90ee59993e,38ca89564b2259401518960f7a06f94b
788ecdd13f033f8131eecd90ee59993e,41bfd20a38bb1b0bec75acf0845530a7
3f616e2b4d8527b9ce80f20268fd82c0,16e6a3326dd7d868cbc926602a61e4d0
3f616e2b4d8527b9ce80f20268fd82c0,b24d516bb65a5a58079f0f3526c87c57
ab33d7af928bc6bd6ef560d4b4081276,285ab9448d2751ee57ece7f762c39095
ab33d7af928bc6bd6ef560d4b4081276,8c9f32e03aeb2e3000825c8c875c4edd
3532ee676d13916210e903ff4d85c04f,a01610228fe998f515a72dd730294d87
3532ee676d13916210e903ff4d85c04f,2ac2406e835bd49c70469acae337d292
ab33d7af928bc6bd6ef560d4b4081276,285ab9448d2751ee57ece7f762c39095
ab33d7af928bc6bd6ef560d4b4081276,8c9f32e03aeb2e3000825c8c875c4edd
ab33d7af928bc6bd6ef560d4b4081276,801c14f07f9724229175b8ef8b4585a8
ab33d7af928bc6bd6ef560d4b4081276,81dc9bdb52d04dc20036dbd8313ed055
ab33d7af928bc6bd6ef560d4b4081276,e53a0a2978c28872a4505bdb51db06dc
3f616e2b4d8527b9ce80f20268fd82c0,95151403b0db4f75bfd8da0b393af853
3f616e2b4d8527b9ce80f20268fd82c0,4122cb13c7a474c1976c9706ae36521d
3f616e2b4d8527b9ce80f20268fd82c0,e92d74ccacdc984afa0c517ad0d557a6
3f616e2b4d8527b9ce80f20268fd82c0,bb04af0f7ecaee4aae62035497da1387
d820bd12e2eec2ccc2403777eec0e025,a58149d355f02887dfbe55ebb2b64ba3
d820bd12e2eec2ccc2403777eec0e025,f47330643ae134ca204bf6b2481fec47
d820bd12e2eec2ccc2403777eec0e025,aace49c7d80767cffec0e513ae886df0
788ecdd13f033f8131eecd90ee59993e,81dc9bdb52d04dc20036dbd8313ed055
788ecdd13f033f8131eecd90ee59993e,81b073de9370ea873f548e31b8adc081
788ecdd13f033f8131eecd90ee59993e,0c8ce55163055c4da50a81e0a273468c
788ecdd13f033f8131eecd90ee59993e,fb89705ae6d743bf1e848c206e16a1d7
788ecdd13f033f8131eecd90ee59993e,96da2f590cd7246bbde0051047b0d6f7
788ecdd13f033f8131eecd90ee59993e,285ab9448d2751ee57ece7f762c39095
788ecdd13f033f8131eecd90ee59993e,95151403b0db4f75bfd8da0b393af853
788ecdd13f033f8131eecd90ee59993e,884d79963bd8bc0ae9b13a1aa71add73
788ecdd13f033f8131eecd90ee59993e,4e2545f819e67f0615003dd7e04a6087
788ecdd13f033f8131eecd90ee59993e,3948ead63a9f2944218de038d8934305
788ecdd13f033f8131eecd90ee59993e,56468d5607a5aaf1604ff5e15593b003
788ecdd13f033f8131eecd90ee59993e,9996535e07258a7bbfd8b132435c5962
788ecdd13f033f8131eecd90ee59993e,1e6e0a04d20f50967c64dac2d639a577
788ecdd13f033f8131eecd90ee59993e,4e8412ad48562e3c9934f45c3e144d48
788ecdd13f033f8131eecd90ee59993e,e4873aa9a05cc5ed839561d121516766
788ecdd13f033f8131eecd90ee59993e,06eb61b839a0cefee4967c67ccb099dc
788ecdd13f033f8131eecd90ee59993e,cd10c7f376188a4a2ca3e8fea2c03aeb
788ecdd13f033f8131eecd90ee59993e,81dc9bdb52d04dc20036dbd8313ed055
788ecdd13f033f8131eecd90ee59993e,81b073de9370ea873f548e31b8adc081
788ecdd13f033f8131eecd90ee59993e,0c8ce55163055c4da50a81e0a273468c
788ecdd13f033f8131eecd90ee59993e,fb89705ae6d743bf1e848c206e16a1d7
788ecdd13f033f8131eecd90ee59993e,96da2f590cd7246bbde0051047b0d6f7
788ecdd13f033f8131eecd90ee59993e,285ab9448d2751ee57ece7f762c39095
788ecdd13f033f8131eecd90ee59993e,95151403b0db4f75bfd8da0b393af853
788ecdd13f033f8131eecd90ee59993e,884d79963bd8bc0ae9b13a1aa71add73
788ecdd13f033f8131eecd90ee59993e,4e2545f819e67f0615003dd7e04a6087
65f2e6f22b24b36f9fcb364dfafeee74,42d6c7d61481d1c21bd1635f59edae05
65f2e6f22b24b36f9fcb364dfafeee74,801c14f07f9724229175b8ef8b4585a8
6bd22a86b1f7a3a11de928d301f86d67,f47330643ae134ca204bf6b2481fec47
ed1ca6971578b1da0e4ad55b48d77fda,c8ba76c279269b1c6bc8a07e38e78fa4
ed1ca6971578b1da0e4ad55b48d77fda,95151403b0db4f75bfd8da0b393af853
